"","orig.ident","nCount_RNA","nFeature_RNA","tissue","stage","gsm","source","sample_type","region_group","RNA_snn_res.0.1","seurat_clusters","RNA_snn_res.0.2","RNA_snn_res.0.3","RNA_snn_res.0.4","RNA_snn_res.0.5","RNA_snn_res.0.6","RNA_snn_res.0.7","RNA_snn_res.0.8","RNA_snn_res.0.9","RNA_snn_res.1","RNA_snn_res.1.1","RNA_snn_res.1.2","RNA_snn_res.1.3","RNA_snn_res.1.4","RNA_snn_res.1.5","RNA_snn_res.1.6","RNA_snn_res.1.7","RNA_snn_res.1.8","RNA_snn_res.1.9","RNA_snn_res.2","RNA_snn_res.2.1","RNA_snn_res.2.2","RNA_snn_res.2.3","RNA_snn_res.2.4","RNA_snn_res.2.5","RNA_snn_res.2.6","RNA_snn_res.2.7","RNA_snn_res.2.8","RNA_snn_res.2.9","RNA_snn_res.3"
"SRR2967100","Camp2015",530922.766125041,6936,"Dissociated whole cerebral organoid","33 days","GSM1957048","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967101","Camp2015",348047.627689371,10010,"Dissociated whole cerebral organoid","33 days","GSM1957049","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967102","Camp2015",442916.704728188,10231,"Dissociated whole cerebral organoid","33 days","GSM1957050","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967103","Camp2015",498148.732394084,7773,"Dissociated whole cerebral organoid","33 days","GSM1957051","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967104","Camp2015",592862.528541929,7739,"Dissociated whole cerebral organoid","33 days","GSM1957052","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967105","Camp2015",474315.1199093,10108,"Dissociated whole cerebral organoid","33 days","GSM1957053","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967106","Camp2015",604506.048953323,8498,"Dissociated whole cerebral organoid","33 days","GSM1957054","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967107","Camp2015",337643.991833481,8054,"Dissociated whole cerebral organoid","33 days","GSM1957055","iPSC 409B2","organoid",NA,"2","7","0","0","0","2","2","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967108","Camp2015",495091.867027493,8292,"Dissociated whole cerebral organoid","33 days","GSM1957056","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967109","Camp2015",422743.802310625,8512,"Dissociated whole cerebral organoid","33 days","GSM1957057","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967110","Camp2015",455379.08113067,5861,"Dissociated whole cerebral organoid","33 days","GSM1957058","iPSC 409B2","organoid",NA,"0","6","0","0","0","4","4","5","5","5","5","6","6","6","7","6","6","6","6","6","5","6","5","4","4","10","10","11","11","11","11"
"SRR2967111","Camp2015",399123.678011664,8665,"Dissociated whole cerebral organoid","33 days","GSM1957059","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","10","10","9","9","10","10","10","10"
"SRR2967112","Camp2015",689127.048783724,9255,"Dissociated whole cerebral organoid","33 days","GSM1957060","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967113","Camp2015",720160.396575878,8654,"Dissociated whole cerebral organoid","33 days","GSM1957061","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","7","7","7","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967114","Camp2015",430232.105329711,9631,"Dissociated whole cerebral organoid","33 days","GSM1957062","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967115","Camp2015",430987.220831547,7762,"Dissociated whole cerebral organoid","33 days","GSM1957063","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967116","Camp2015",303691.898102638,9110,"Dissociated whole cerebral organoid","33 days","GSM1957064","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967117","Camp2015",463723.043488797,8427,"Dissociated whole cerebral organoid","33 days","GSM1957065","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967118","Camp2015",430206.943155044,9495,"Dissociated whole cerebral organoid","33 days","GSM1957066","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967119","Camp2015",373367.764541904,9685,"Dissociated whole cerebral organoid","33 days","GSM1957067","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967120","Camp2015",511281.83072001,10053,"Dissociated whole cerebral organoid","33 days","GSM1957068","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967121","Camp2015",462111.442846495,5886,"Dissociated whole cerebral organoid","33 days","GSM1957069","iPSC 409B2","organoid",NA,"0","4","0","0","0","1","1","1","1","1","2","2","2","2","1","7","7","7","4","4","4","7","7","8","8","3","3","2","7","7","6"
"SRR2967122","Camp2015",448729.726275652,9414,"Dissociated whole cerebral organoid","33 days","GSM1957070","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967123","Camp2015",566295.516983098,8295,"Dissociated whole cerebral organoid","33 days","GSM1957071","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967124","Camp2015",439215.361633368,8444,"Dissociated whole cerebral organoid","33 days","GSM1957072","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967125","Camp2015",414236.30277577,5575,"Dissociated whole cerebral organoid","33 days","GSM1957073","iPSC 409B2","organoid",NA,"2","7","0","0","0","2","2","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967126","Camp2015",477249.715812732,9828,"Dissociated whole cerebral organoid","33 days","GSM1957074","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","10","10","9","9","10","10","10","10"
"SRR2967127","Camp2015",290912.097491821,9633,"Dissociated whole cerebral organoid","33 days","GSM1957075","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967128","Camp2015",256736.555312788,8961,"Dissociated whole cerebral organoid","33 days","GSM1957076","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967129","Camp2015",373557.934445558,10161,"Dissociated whole cerebral organoid","33 days","GSM1957077","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967130","Camp2015",414031.44503955,5572,"Dissociated whole cerebral organoid","33 days","GSM1957078","iPSC 409B2","organoid",NA,"1","7","1","1","1","0","0","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967131","Camp2015",402872.840048479,10594,"Dissociated whole cerebral organoid","33 days","GSM1957079","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967132","Camp2015",539306.191499479,7488,"Dissociated whole cerebral organoid","33 days","GSM1957080","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","9","9","8","7","8","8","8","7"
"SRR2967133","Camp2015",585247.587006566,5909,"Dissociated whole cerebral organoid","33 days","GSM1957081","iPSC 409B2","organoid",NA,"1","7","0","0","0","0","0","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967134","Camp2015",451311.259826751,10053,"Dissociated whole cerebral organoid","33 days","GSM1957082","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967135","Camp2015",477394.537215543,9035,"Dissociated whole cerebral organoid","33 days","GSM1957083","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","2","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967136","Camp2015",532598.869764852,7082,"Dissociated whole cerebral organoid","33 days","GSM1957084","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967137","Camp2015",444767.755257069,8921,"Dissociated whole cerebral organoid","33 days","GSM1957085","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967138","Camp2015",540065.026316234,5661,"Dissociated whole cerebral organoid","33 days","GSM1957086","iPSC 409B2","organoid",NA,"0","7","0","0","0","1","1","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967139","Camp2015",645048.596415335,5887,"Dissociated whole cerebral organoid","33 days","GSM1957087","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","9","9","8","7","8","8","8","7"
"SRR2967140","Camp2015",584901.036857053,10656,"Dissociated whole cerebral organoid","35 days","GSM1957088","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967141","Camp2015",529390.96927905,8799,"Dissociated whole cerebral organoid","35 days","GSM1957089","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967142","Camp2015",456019.219720177,9704,"Dissociated whole cerebral organoid","35 days","GSM1957090","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","9","9","8","7","8","8","8","7"
"SRR2967143","Camp2015",383598.061473661,7099,"Dissociated whole cerebral organoid","35 days","GSM1957091","iPSC 409B2","organoid",NA,"2","7","0","0","0","2","2","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967144","Camp2015",341368.222796799,8944,"Dissociated whole cerebral organoid","35 days","GSM1957092","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967145","Camp2015",486965.847562177,8709,"Dissociated whole cerebral organoid","35 days","GSM1957093","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967146","Camp2015",605591.006299003,8314,"Dissociated whole cerebral organoid","35 days","GSM1957094","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967147","Camp2015",392655.470605268,10331,"Dissociated whole cerebral organoid","35 days","GSM1957095","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967148","Camp2015",313591.068451094,8173,"Dissociated whole cerebral organoid","35 days","GSM1957096","iPSC 409B2","organoid",NA,"1","7","0","0","0","0","0","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967149","Camp2015",543003.318172458,7496,"Dissociated whole cerebral organoid","35 days","GSM1957097","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967150","Camp2015",462507.243041022,10777,"Dissociated whole cerebral organoid","35 days","GSM1957098","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967151","Camp2015",633865.77917874,8561,"Dissociated whole cerebral organoid","35 days","GSM1957099","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967152","Camp2015",601566.778123036,7451,"Dissociated whole cerebral organoid","35 days","GSM1957100","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967153","Camp2015",711171.551236366,7844,"Dissociated whole cerebral organoid","35 days","GSM1957101","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967154","Camp2015",528708.757760503,9079,"Dissociated whole cerebral organoid","35 days","GSM1957102","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967155","Camp2015",522027.532190603,8733,"Dissociated whole cerebral organoid","35 days","GSM1957103","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967156","Camp2015",555631.79817285,8915,"Dissociated whole cerebral organoid","35 days","GSM1957104","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967157","Camp2015",411544.955968325,11119,"Dissociated whole cerebral organoid","35 days","GSM1957105","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967158","Camp2015",384377.787395351,10193,"Dissociated whole cerebral organoid","35 days","GSM1957106","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967159","Camp2015",292910.23309598,9437,"Dissociated whole cerebral organoid","35 days","GSM1957107","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967160","Camp2015",435844.453524014,10185,"Dissociated whole cerebral organoid","35 days","GSM1957108","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967161","Camp2015",533972.325689222,8968,"Dissociated whole cerebral organoid","35 days","GSM1957109","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967162","Camp2015",375643.839254663,8780,"Dissociated whole cerebral organoid","35 days","GSM1957110","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","3","3","3","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967163","Camp2015",289888.901986153,6036,"Dissociated whole cerebral organoid","35 days","GSM1957111","iPSC 409B2","organoid",NA,"0","4","0","0","0","1","1","1","1","1","2","2","2","2","1","1","1","1","4","4","4","4","4","3","3","3","3","2","3","3","5"
"SRR2967164","Camp2015",709347.781599355,10168,"Dissociated whole cerebral organoid","35 days","GSM1957112","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967165","Camp2015",330380.649482422,9251,"Dissociated whole cerebral organoid","35 days","GSM1957113","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967166","Camp2015",487311.26728241,9239,"Dissociated whole cerebral organoid","35 days","GSM1957114","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","10","10","9","9","10","10","10","10"
"SRR2967167","Camp2015",316640.980549032,6303,"Dissociated whole cerebral organoid","35 days","GSM1957115","iPSC 409B2","organoid",NA,"0","4","0","0","0","1","1","1","1","1","2","2","2","2","1","1","1","1","4","4","4","4","4","3","3","3","3","2","3","7","6"
"SRR2967168","Camp2015",309330.069732934,5979,"Dissociated whole cerebral organoid","35 days","GSM1957116","iPSC 409B2","organoid",NA,"0","5","0","0","0","1","1","4","4","4","4","5","5","5","5","5","5","5","5","5","6","5","6","5","5","4","4","4","4","5","3"
"SRR2967169","Camp2015",294117.607692363,10260,"Dissociated whole cerebral organoid","35 days","GSM1957117","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967170","Camp2015",304119.507321651,9331,"Dissociated whole cerebral organoid","35 days","GSM1957118","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967171","Camp2015",365944.621943203,9575,"Dissociated whole cerebral organoid","35 days","GSM1957119","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967172","Camp2015",477553.707420101,9033,"Dissociated whole cerebral organoid","35 days","GSM1957120","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967173","Camp2015",385731.595739768,8177,"Dissociated whole cerebral organoid","35 days","GSM1957121","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967174","Camp2015",473099.072086219,9036,"Dissociated whole cerebral organoid","35 days","GSM1957122","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","8","8","7"
"SRR2967175","Camp2015",496319.53109204,9918,"Dissociated whole cerebral organoid","35 days","GSM1957123","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967176","Camp2015",445004.454390984,9763,"Dissociated whole cerebral organoid","35 days","GSM1957124","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967177","Camp2015",468348.580156962,8414,"Dissociated whole cerebral organoid","35 days","GSM1957125","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967178","Camp2015",340094.099190704,9832,"Dissociated whole cerebral organoid","35 days","GSM1957126","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967179","Camp2015",327359.826044755,8718,"Dissociated whole cerebral organoid","35 days","GSM1957127","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967180","Camp2015",396931.463523914,10329,"Dissociated whole cerebral organoid","35 days","GSM1957128","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967181","Camp2015",618508.519024098,8264,"Dissociated whole cerebral organoid","35 days","GSM1957129","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967182","Camp2015",423285.892378207,9333,"Dissociated whole cerebral organoid","35 days","GSM1957130","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967183","Camp2015",306389.162836326,8857,"Dissociated whole cerebral organoid","35 days","GSM1957131","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967184","Camp2015",347663.555471008,6480,"Dissociated whole cerebral organoid","35 days","GSM1957132","iPSC 409B2","organoid",NA,"1","7","0","0","0","0","0","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967185","Camp2015",568007.62611061,8361,"Dissociated whole cerebral organoid","35 days","GSM1957133","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967186","Camp2015",600375.372321748,8605,"Dissociated whole cerebral organoid","35 days","GSM1957134","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967187","Camp2015",617496.17787112,10148,"Dissociated whole cerebral organoid","35 days","GSM1957135","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967188","Camp2015",326833.397977014,6299,"Dissociated whole cerebral organoid","35 days","GSM1957136","iPSC 409B2","organoid",NA,"0","4","0","0","0","1","1","1","1","1","2","2","2","2","1","1","1","1","4","4","4","4","4","3","3","3","3","2","3","3","6"
"SRR2967189","Camp2015",456576.133819309,9469,"Dissociated whole cerebral organoid","35 days","GSM1957137","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967190","Camp2015",346788.140314769,9908,"Dissociated whole cerebral organoid","35 days","GSM1957138","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967191","Camp2015",325604.73681454,8567,"Dissociated whole cerebral organoid","35 days","GSM1957139","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967192","Camp2015",340572.758123485,7827,"Dissociated whole cerebral organoid","35 days","GSM1957140","iPSC 409B2","organoid",NA,"1","7","1","1","1","0","0","0","0","0","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967193","Camp2015",483502.925357284,6519,"Dissociated whole cerebral organoid","35 days","GSM1957141","iPSC 409B2","organoid",NA,"1","7","1","1","1","0","0","0","0","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967194","Camp2015",394970.141667217,6858,"Dissociated whole cerebral organoid","35 days","GSM1957142","iPSC 409B2","organoid",NA,"2","7","0","0","0","2","2","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967195","Camp2015",325342.43618358,9127,"Dissociated whole cerebral organoid","35 days","GSM1957143","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967196","Camp2015",487861.598525295,6976,"Dissociated whole cerebral organoid","35 days","GSM1957144","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967197","Camp2015",496644.837750979,9167,"Dissociated whole cerebral organoid","35 days","GSM1957145","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967198","Camp2015",460394.307015847,9905,"Dissociated whole cerebral organoid","35 days","GSM1957146","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967199","Camp2015",517096.646357775,10158,"Dissociated whole cerebral organoid","35 days","GSM1957147","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967200","Camp2015",384739.156306203,8475,"Dissociated whole cerebral organoid","35 days","GSM1957148","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967201","Camp2015",283151.471783878,6594,"Dissociated whole cerebral organoid","35 days","GSM1957149","iPSC 409B2","organoid",NA,"0","4","0","0","0","1","1","1","1","1","2","2","2","2","1","1","1","1","4","4","4","4","4","3","3","3","3","2","3","3","5"
"SRR2967202","Camp2015",320378.863315659,10036,"Dissociated whole cerebral organoid","35 days","GSM1957150","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
